Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q00535	CDK5	CMGC	CDK	0.150895856234889	2.07045077701548	2.22134663325037	2.14026143380285	-1.1460971266213	-1.1460971266213	0	3
P45983	JNK1	CMGC	MAPK	0.28020704118153	1.89800222434642	2.17820926552795	2.12796033202671	-1.21861059145674	-1.21861059145674	0	9
P53779	JNK3	CMGC	MAPK	0.28020704118153	1.89800222434642	2.17820926552795	2.12796033202671	-1.21861059145674	-1.21861059145674	0	9
Q13535	ATR	Atypical	PIKK	0.270281603903149	1.89537290010222	2.16565450400537	2.11193288659256	-1.23067876726996	-1.22854969599177	0.00638721383456746	3.88888888888889
P11309	Pim1	CAMK	PIM	0.106282652638748	2.04913016298893	2.15541281562768	2.10127481841051	-1.19464444344629	-1.19498832094895	0.00282101948157118	48.7777777777778
Q13131	AMPK[alpha]1	CAMK	CAMKL	0.146556595421575	2.07613439062074	2.22269098604232	2.09215885741706	-1.15942165394304	-1.16552708437288	0.0112490407174315	10.4444444444444
P45984	JNK2	CMGC	MAPK	0.223944118872591	2.00491460646982	2.22885872534241	2.08301995267962	-1.19669606831741	-1.19715697154001	0.0112418790581753	7.22222222222222
O43293	DAPK3	CAMK	DAPK	0.127847423517186	1.98946428904406	2.11731171256125	2.04000516167158	-1.11966908951751	-1.11702080600454	0.00592174195868933	3.2
P42345	mTOR/FRAP	Atypical	PIKK	0.261683062319542	1.82501042378878	2.08669348610832	2.03886378261277	-1.21684210814358	-1.22236896375992	0.00829028342450566	5.33333333333333
Q14164	IKK[epsilon]	Other	IKK	0.274551017149461	1.72793502388691	2.00248604103637	2.01718623786814	-1.2254090002356	-1.23087644792293	0.0108491301652114	4.77777777777778
Q13237	PKG2	AGC	PKG	0.183939870169203	1.92998107170923	2.11392094187844	2.00629930517965	-1.19290527040162	-1.19534089218428	0.0190211161243423	32
P31749	Akt1/PKB[alpha]	AGC	AKT	0.0983212790345717	1.95796017981965	2.05628145885423	1.97191699298216	-1.15239472186543	-1.1488032375872	0.0261506745127412	22.3333333333333
P28482	ERK2	CMGC	MAPK	0.167526451328622	2.00207033780593	2.16959678913455	1.94861591557331	-1.14415002597413	-1.14962959126047	0.08781558086647	6.11111111111111
Q15418	RSK3	AGC	RSK	0.0926577262651851	1.87796258147959	1.97062030774478	1.94324755943256	-1.09448402125565	-1.09448402125565	0	7
Q16539	MAPK14	CMGC	MAPK	0.149213578012545	1.89087690898206	2.0400904869946	1.9420789631732	-1.14337500195981	-1.16025946827686	0.0261573027422194	7
P11802	CDK4	CMGC	CDK	0.087246696328677	1.85387196432176	1.94111866065044	1.94111866065044	-1.04755347963025	-1.04755347963025	NA	4
P50750	CDK9	CMGC	CDK	0.0156363213759803	1.99179699622164	2.00743331759762	1.93972251011979	-0.725818443281876	-0.725818443281876	0	3
P16066	ANP[alpha]	RGC	RGC	0.0750847052315137	1.93145000164242	2.00653470687393	1.93374863803104	-1.13520474360045	-1.14001491646288	0.0152582607891624	17.2222222222222
P50613	CDK7	CMGC	CDK	0.0649870682749956	2.04601586036668	2.11100292864168	1.92752951769611	-1.04194830813383	-1.07368430147138	0.047687436773869	6.44444444444444
P04049	RAF1	TKL	RAF	0.0134198812408592	1.95338109461823	1.96680097585909	1.92518355935483	-0.900896696256834	-0.883470783030207	0.0522777396798813	6.77777777777778
Q15349	RSK1/p90RSK	AGC	RSK	0.0574606092746695	1.87796258147959	1.93542319075426	1.91735822184287	-1.0058095709944	-1.0058095709944	0	5
P31751	Akt2/PKB[beta]	AGC	AKT	0.0723004894992761	1.93506523732708	2.00736572682636	1.90840337918994	-1.14349465413648	-1.14512189067851	0.022562164315403	22.1111111111111
P06493	CDC2/CDK1	CMGC	CDK	0.0794308649820074	1.90978933303272	1.98922019801472	1.90643934892592	-1.06355068671684	-1.07693251837923	0.0343096369468146	6
Q13976	PKG1	AGC	PKG	0.0868381930302848	1.93506523732708	2.02190343035737	1.90350710994564	-1.17226059225609	-1.18028223132765	0.0234830484451208	36.4444444444444
O96017	CHK2	CAMK	RAD53	0.0945407427985549	1.91757895075891	2.01211969355746	1.88726097763983	-1.13326974579282	-1.15062334583352	0.0274230244190883	15
Q16566	CaMK4	CAMK	CAMK1	0.145222643552744	1.81322445697853	1.95844710053127	1.87432358961767	-1.13546283394094	-1.1212061182239	0.0435754236516975	8
Q16644	MAPKAPK3	CAMK	MAPKAPK	0.0102088040001133	1.92353752204504	1.93374632604516	1.87341407204566	-1.08845686373078	-1.11399400487578	0.0524725235519431	27
P24941	CDK2	CMGC	CDK	0.10311831075252	1.80734634108998	1.9104646518425	1.86933715589108	-1.06443174912581	-1.09600966701833	0.0892572150128407	5
Q86V86	Pim3	CAMK	PIM	0.0355644367597609	1.93506523732708	1.97062967408685	1.86710023005552	-1.1693160139863	-1.16409574432332	0.0158379091563502	45.6666666666667
P49137	MAPKAPK2	CAMK	MAPKAPK	0.00962097926601494	1.95130168573578	1.96092266500179	1.86620569939549	-1.07133507968996	-1.07212034774856	0.026231337797847	22.4444444444444
P23443	p70S6K	AGC	RSK	0.11081639894389	1.8403773902517	1.95119378919559	1.86277252355709	-1.14070178191255	-1.12925754411499	0.0292900028093209	13.3333333333333
O76039	CDKL5	CMGC	CDKL	0.0513572477847974	1.77515133821067	1.82650858599547	1.82460416860597	-0.92876920935107	-0.858804397396424	0.0958032643479172	3.8
Q00537	PCTAIRE2	CMGC	CDK	0.0381217143198987	1.84406454345681	1.88218625777671	1.81907168000601	-0.842701279190949	-0.785819760919043	0.12719094151938	3.2
Q13164	ERK5	CMGC	MAPK	0.0331778292175897	1.74020075655399	1.77337858577158	1.75706122997042	-0.918424565609441	-0.902435875735043	0.0536931873921499	5
Q00526	CDK3	CMGC	CDK	0.0669794995406195	1.71456629733451	1.78154579687513	1.75547548842992	-0.976605366167308	-0.944419319847198	0.0382214857042145	3.55555555555556
O14920	IKK[beta]	Other	IKK	0.0411058261037056	1.70017086019618	1.74127668629988	1.73423908328239	-0.900907162224426	-0.955429819802804	0.0715913919006934	3.66666666666667
Q15759	p38[beta]	CMGC	MAPK	0.0357611065588243	1.68225812659254	1.71801923315137	1.71801923315137	-0.91715307972625	-0.91715307972625	0	4
Q00534	CDK6	CMGC	CDK	0.0459451720605894	1.62914458341732	1.67508975547791	1.68553707197628	-0.88695013278447	-0.88695013278447	0	3
P49841	GSK3[beta]	CMGC	GSK	0.0336404110895788	1.5665487620825	1.60018917317208	1.58811104760415	-0.842484801588416	-0.842484801588416	0	3
Q9Y6S9	RSKL2	AGC	RSKL	0.00141439741664369	0.673611813558159	0.675026210974802	0.67540480064755	-0.365065505638603	-0.365065505638603	0	3
