Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q9P1W9	Pim2	CAMK	PIM	0.312538866940833	2.45406778404092	2.76660665098175	2.64512357748377	-0.8530632342848	-0.84189872664389	0.0201523162390391	32.4444444444444
P17612	PKA[alpha]	AGC	PKA	0.451631946862426	2.22304764559118	2.67467959245361	2.64054397987901	-0.868281308780916	-0.86312794661704	0.0103453037258093	45.8888888888889
P51817	PRKX	AGC	PKA	0.361015399818536	2.05779040453694	2.41880580435548	2.59176003468815	-0.861320446156701	-0.887046875645648	0.0519893947879409	28.5555555555556
O15264	p38[delta]	CMGC	MAPK	0.44949377235557	2.13090278194329	2.58039655429886	2.56288390695192	-0.901726129426076	-0.832886945574907	0.0842903883356087	6.11111111111111
Q16566	CaMK4	CAMK	CAMK1	0.663228704080727	2.15555264301177	2.8187813470925	2.55346283292636	-0.935454408906175	-0.899481239173392	0.0573340844357354	8
Q13153	PAK1	STE	STE20	0.102646419152996	2.3513700855896	2.45401650474259	2.49160496686695	-0.743744957490996	-0.743744957490996	0	5
Q15131	CDK10	CMGC	CDK	0.431850824925972	1.97180503021846	2.40365585514444	2.48945498979339	-0.853633519061794	-0.944278129239391	0.189647807757336	4.22222222222222
O15111	IKK[alpha]	Other	IKK	0.500249162414246	1.97655099479167	2.47680015720592	2.48838397943086	-0.935204188996026	-0.943337653639938	0.0122001969658692	3.66666666666667
P11309	Pim1	CAMK	PIM	0.199265272144485	2.34568647198433	2.54495174412882	2.44081181099522	-0.847299749192659	-0.848484669077936	0.00287805599738518	48.7777777777778
Q05513	PKC[zeta]	AGC	PKC	0.322308768929648	2.18080195206767	2.50311072099732	2.42852409631806	-0.884263454988731	-0.883766527142192	0.00149078353961836	6.88888888888889
Q9UBS0	p70S6K[beta]	AGC	RSK	0.366922286322093	2.08925653640719	2.45617882272928	2.42296801437397	-0.871931222962629	-0.875926828895883	0.0203594059618724	20.7777777777778
O96017	CHK2	CAMK	RAD53	0.181442488123132	2.24112845642426	2.42257094454739	2.32312356802686	-0.821051230606277	-0.838259978265262	0.0313513374014351	15
Q00535	CDK5	CMGC	CDK	0.185835977097834	2.19801328095497	2.38384925805281	2.29619293472567	-0.830722746723435	-0.830722746723435	0	3
P23443	p70S6K	AGC	RSK	0.166841527974503	2.09570008607138	2.26254161404588	2.2555505425532	-0.811010742209161	-0.800786972614015	0.0307702575727598	13.3333333333333
P45983	JNK1	CMGC	MAPK	0.269313979825415	1.96970698687539	2.23902096670081	2.25492520841794	-0.854378196782923	-0.854378196782923	0	9
P53779	JNK3	CMGC	MAPK	0.269313979825415	1.96970698687539	2.23902096670081	2.25492520841794	-0.854378196782923	-0.854378196782923	0	9
O95819	HGK/ZC1	STE	STE20	0.180159304940911	2.02673271175486	2.20689201669577	2.22181400883699	-0.832528283369117	-0.832943815500757	0.00101784169425039	3.83333333333333
P16066	ANP[alpha]	RGC	RGC	0.13568910215687	2.045800915947	2.18149001810387	2.1791420105603	-0.805646194422638	-0.820213047683314	0.0288020110661527	17.2222222222222
Q15139	PKD1	CAMK	PKD	0.0504603692124438	2.15615209099918	2.20661246021163	2.15539858037365	-0.640818097773145	-0.640818097773145	0	5
Q13237	PKG2	AGC	PKG	0.222651441735389	1.97830591336759	2.20095735510298	2.14630178822383	-0.845169217813901	-0.847430400786797	0.0172888340003921	32
O75582	MSK1	AGC	RSK	0.0507458169939988	2.12210486571577	2.17285068270977	2.14557249421214	-0.67166550323434	-0.67166550323434	0	6
P49137	MAPKAPK2	CAMK	MAPKAPK	0.0553442193684723	2.12914786336737	2.18449208273585	2.1249387366083	-0.777239653239191	-0.7788808932621	0.0171948509958863	22.4444444444444
Q86V86	Pim3	CAMK	PIM	0.0374164165156382	2.19232966734971	2.22974608386535	2.10568393731556	-0.809445476487595	-0.798678823013234	0.0213628214775795	45.6666666666667
P42345	mTOR/FRAP	Atypical	PIKK	0.266006876628553	1.82126373503823	2.08727061166678	2.07987667370928	-0.863482388516565	-0.871629100413674	0.0122200678456639	5.33333333333333
Q16539	MAPK14	CMGC	MAPK	0.220995622114484	1.84159702943541	2.0625926515499	2.06497164723076	-0.826043962520851	-0.852697341665524	0.0412912374189872	7
P45984	JNK2	CMGC	MAPK	0.193256259869081	1.82094936948057	2.01420562934966	2.05394093961488	-0.822913336345295	-0.833029869426036	0.0224191047439875	7.22222222222222
Q16644	MAPKAPK3	CAMK	MAPKAPK	0.0256177382123099	1.97655099479167	2.00216873300398	2.0195421077239	-0.765886715996805	-0.780765730415946	0.0297076126742037	27
P31749	Akt1/PKB[alpha]	AGC	AKT	0.103611567522978	1.99895603518368	2.10256760270666	1.99105933862291	-0.799084612263283	-0.797971410083676	0.0301005213881896	22.3333333333333
Q13131	AMPK[alpha]1	CAMK	CAMKL	0.118085823867477	1.91582403218299	2.03390985605047	1.9799703664573	-0.783725359069782	-0.784343658007645	0.0084872687060595	10.4444444444444
Q13976	PKG1	AGC	PKG	0.0876826946797226	2.03600801720249	2.12369071188221	1.93404701968613	-0.808223351857752	-0.817186208725958	0.0319165536185349	36.4444444444444
P31751	Akt2/PKB[beta]	AGC	AKT	0.0801726749876721	1.87234520665266	1.95251788164033	1.8977035338464	-0.788908466940361	-0.789880136660639	0.0350333083642887	22.1111111111111
P27361	ERK1	CMGC	MAPK	0.187380088112997	1.64017838463001	1.82755847274301	1.86100298596736	-0.819748012341147	-0.834268068686862	0.0361177062397886	6.88888888888889
P51812	RSK2	AGC	RSK	0.0377195405770769	1.84360616248331	1.88132570306039	1.84067347980213	-0.66751124472904	-0.66751124472904	0	7
P11802	CDK4	CMGC	CDK	0.127261172527331	1.69897000433602	1.82623117686335	1.82623117686335	-0.769572206652789	-0.769572206652789	NA	4
Q15418	RSK3	AGC	RSK	0.0453390542764863	1.75512811650515	1.80046717078164	1.78952095735475	-0.682247166957736	-0.682247166957736	0	7
Q14164	IKK[epsilon]	Other	IKK	0.172509994166332	1.63203724987484	1.80454724404118	1.78220032005288	-0.818778022622252	-0.821459436171882	0.00532076506083108	4.77777777777778
P50613	CDK7	CMGC	CDK	0.0446235983097335	1.56484106058898	1.60946465889871	1.72676716595695	-0.64825685213139	-0.68189302078304	0.0650467143136551	6.44444444444444
P06493	CDC2/CDK1	CMGC	CDK	0.0896403847454785	1.55444217036227	1.64408255510775	1.69224128270908	-0.722552572685807	-0.721755485224353	0.0352322148751171	6
O43293	DAPK3	CAMK	DAPK	0.187177744064052	1.54127976293133	1.72845750699538	1.68461750368501	-0.833924895715987	-0.839523326663069	0.0125184721650133	3.2
Q00526	CDK3	CMGC	CDK	0.0895923327559885	1.37106573875498	1.46065807151097	1.46826569072345	-0.690187571158192	-0.678114243939309	0.0172709050906926	3.55555555555556
O75116	ROCK2	AGC	DMPK	0.149544097361389	1.56009108816622	1.70963518552761	1.46142626619314	-0.700889682811091	-0.620593159941805	0.159375264575524	4.4
P24941	CDK2	CMGC	CDK	0.104872555863878	1.32998581710001	1.43485837296388	1.46020101562233	-0.724528411935816	-0.738361314504667	0.0305412764695786	5
Q13464	ROCK1	AGC	DMPK	0.0491553487770473	1.34013475283489	1.38929010161193	1.38929010161193	-0.598137239093974	-0.598137239093974	0	3
P28482	ERK2	CMGC	MAPK	0.0880251924991639	1.20322514285671	1.29125033535588	1.30381841283148	-0.716787280595621	-0.711819703933299	0.0761364299112678	6.11111111111111
Q15349	RSK1/p90RSK	AGC	RSK	0.0208048552635899	1.23576132105833	1.25656617632192	1.28173088286864	-0.577624765787707	-0.577624765787707	0	5
Q00534	CDK6	CMGC	CDK	0.0711175947233591	1.2064710146556	1.27758860937896	1.24268310966744	-0.630169198387119	-0.630169198387119	0	3
Q8NI60	ADCK3	Atypical	ABC1	0.00456450417472108	1.05051326471462	1.05507776888934	1.1619068615544	-0.48598879353417	-0.51239010632212	0.0437127463538774	6.33333333333333
P10398	ARAF	TKL	RAF	0.0418282821325406	1.05570590224457	1.09753418437711	1.08671609823958	-0.590620890478105	-0.590620890478105	0	4
P15056	BRAF	TKL	RAF	0.0407751241578918	1.00127495944708	1.04205008360497	1.08386201689282	-0.571027775887262	-0.590620890478105	0.0388788814624204	3.77777777777778
Q15759	p38[beta]	CMGC	MAPK	0.0462534739735319	1.02230045668037	1.0685539306539	1.0685539306539	-0.602186984885644	-0.602186984885644	0	4
O14920	IKK[beta]	Other	IKK	0.0295700319524859	0.889666831240204	0.91923686319269	0.984170990647884	-0.516180081889074	-0.561470801655793	0.0691178153893144	3.66666666666667
Q13164	ERK5	CMGC	MAPK	0.0158108264799222	0.787562427265612	0.803373253745534	0.814763913858589	-0.510219264653442	-0.523776966649876	0.04444333456756	5
P04049	RAF1	TKL	RAF	0.00788418975542737	0.80393180633255	0.811815996087977	0.746468156472995	-0.498929134830799	-0.484208387919497	0.0441622407339063	6.77777777777778
O76039	CDKL5	CMGC	CDKL	0.0448811763280711	0.894839916385917	0.939721092713988	0.701889568864288	-0.534247306701871	-0.452340253949035	0.112155851028736	3.8
Q00537	PCTAIRE2	CMGC	CDK	0.0242973435175842	0.700607578406789	0.724904921924373	0.580077278962397	-0.441246591347295	-0.389141196682739	0.116511204464401	3.2
P49841	GSK3[beta]	CMGC	GSK	0.015534163393843	0.567906310336388	0.583440473730231	0.578172403276781	-0.407122875369051	-0.407122875369051	0	3
P50750	CDK9	CMGC	CDK	0.00598505028913122	0.512743996335511	0.518729046624642	0.517857585238343	-0.327227399171751	-0.327227399171751	0	3
Q9Y6S9	RSKL2	AGC	RSKL	0.00065253007223254	0.0303600998573473	0.0310126299295799	0.0301206013539798	-0.0347372031560908	-0.0347372031560908	0	3
