Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q86V86	Pim3	CAMK	PIM	0.220608427825396	0.602721390066837	0.823329817892233	0.814968079567232	-0.0326920460367297	-0.0433525957594204	0.0218115612719705	42.8888888888889
Q16644	MAPKAPK3	CAMK	MAPKAPK	0.188045059535563	0.553799032825257	0.74184409236082	0.813801092662164	-0.0316148360062966	-0.0442418405697263	0.040592888638871	25.3333333333333
P53778	p38[gamma]	CMGC	MAPK	0.286044520355723	0.332481075930744	0.618525596286468	0.784277862360607	0.171324684600834	0.218377281224314	0.0941051932469593	4.25
Q96GD4	AurB/Aur1	Other	AUR	0.254278906963076	0.485898925198867	0.740177832161943	0.77076880878999	-0.167737092890822	-0.167427476676186	0.000614375629351448	3.77777777777778
Q13237	PKG2	AGC	PKG	0.392226665644979	0.407293123032913	0.799519788677892	0.760030197409634	-0.0753553655241974	-0.0840535302117494	0.0173505142455733	28.6666666666667
O15264	p38[delta]	CMGC	MAPK	0.411226411946646	0.550787003858969	0.962013415805615	0.751026800076344	-0.18674809375153	-0.0816772600546021	0.171581006587189	6.55555555555556
P51817	PRKX	AGC	PKA	0.421802779052681	0.516372132258469	0.938174911311151	0.750713569278847	-0.0910261907050327	-0.045494717925708	0.11284087338321	25.3333333333333
Q00535	CDK5	CMGC	CDK	0.348325127440343	0.340834482088424	0.689159609528766	0.687805712331514	0.214574789516844	0.214574789516844	0	4
P23443	p70S6K	AGC	RSK	0.329007170811687	0.600743053251715	0.929750224063402	0.668337903746188	-0.00323759699209844	0.0211668354178481	0.110952707266674	12.3333333333333
P06493	CDC2/CDK1	CMGC	CDK	0.166968644861876	0.643108709294763	0.810077354156639	0.617082864912469	-0.0594471517799511	-0.114288537488633	0.0995828527059726	5.66666666666667
Q13535	ATR	Atypical	PIKK	0.231663484414867	0.279785533514702	0.511449017929569	0.513099349094949	-0.138831898503279	-0.137606085078528	0.00367744027425479	4.88888888888889
P27361	ERK1	CMGC	MAPK	0.169417831720756	0.427016924244467	0.596434755965223	0.488469563130401	0.112991131735084	0.0877962897627245	0.0854518376489189	5.44444444444444
Q13976	PKG1	AGC	PKG	0.158854378841955	0.216809309151873	0.375663687993828	0.475256062290538	-0.0327432464044611	-0.0330956918439846	0.0148023259583665	31
O15111	IKK[alpha]	Other	IKK	0.166365513475151	0.312891952715063	0.479257466190214	0.439648540742875	-0.120614849791015	-0.111720043185089	0.0133422099088903	3.66666666666667
Q15349	RSK1/p90RSK	AGC	RSK	0.163519344068306	0.249797856663073	0.413317200731379	0.412064651363644	0.115551366202066	0.115551366202066	0	4
Q15759	p38[beta]	CMGC	MAPK	0.273367592396332	0.477427242531339	0.750794834927672	0.386386480476499	-0.15557321513174	-0.0797159943519377	0.199055783545139	4
P49841	GSK3[beta]	CMGC	GSK	0.109218164350349	0.270560109787035	0.379778274137384	0.380272394679928	0.0973628591331183	0.0973628591331183	0	3
P11309	Pim1	CAMK	PIM	0.103734145055369	0.228600260555244	0.332334405610614	0.357622545237188	-0.01871551352935	-0.020024704588342	0.0055192354342863	46.5555555555556
P45983	JNK1	CMGC	MAPK	0.114939706505499	0.237840101674678	0.352779808180177	0.354978803003781	-0.0515773690348188	-0.0515773690348188	0	9
P53779	JNK3	CMGC	MAPK	0.114939706505499	0.237840101674678	0.352779808180177	0.354978803003781	-0.0515773690348188	-0.0515773690348188	0	9
P05129	PKC[gamma]	AGC	PKC	0.136946937447519	0.286914231352741	0.423861168800259	0.340768567124772	0.0291609055754759	0.0288133334082041	0.0672079964259042	9.77777777777778
P50750	CDK9	CMGC	CDK	0.160773518800558	0.165438127147405	0.326211645947962	0.326778440033142	0.131744115789238	0.131744115789238	0	3
O14757	CHK1	CAMK	CAMKL	0.235676363944521	0.520708739561925	0.756385103506445	0.320644794739947	0.0769369558572332	0.0518783399189737	0.133209932400218	6
O76039	CDKL5	CMGC	CDKL	0.112269887396043	0.306980977568996	0.419250864965039	0.317948835288747	-0.0104582204493157	-0.0764043643802208	0.0903004765285979	4.2
P45984	JNK2	CMGC	MAPK	0.115315421204197	0.372472621297448	0.487788042501645	0.311259914937413	-0.0598111610747994	-0.0384706879712113	0.0429523649111848	7.44444444444444
O14965	AurA/Aur2	Other	AUR	0.119213366374903	0.176599022310385	0.295812388685288	0.293179842033513	0.0868383033569479	0.0868383033569479	0	4
Q15131	CDK10	CMGC	CDK	0.125260972974145	0.26209135259215	0.387352325566295	0.2738402703078	0.0859864657179683	0.0737495743787321	0.0445896426038678	4.22222222222222
P31751	Akt2/PKB[beta]	AGC	AKT	0.107382903774585	0.158011583135021	0.265394486909606	0.26185391128794	-0.00835686607188987	-0.0193994914440187	0.0364145640662795	20
Q9P1W9	Pim2	CAMK	PIM	0.109412597875795	0.133524726450612	0.242937324326407	0.248185288558641	0.00482651674277285	0.0059558042537622	0.0290752173902999	28.4444444444444
Q00526	CDK3	CMGC	CDK	0.0986239805531394	0.142311107363886	0.240935087917025	0.234173548681565	-0.0869975348395995	-0.0869975348395995	0	3
Q05655	PKC[delta]	AGC	PKC	0.0684247346355779	0.116111961580559	0.184536696216137	0.227373220546045	-0.0228444994880661	-0.028199505453884	0.00817991439969129	16.7777777777778
Q02156	PKC[epsilon]	AGC	PKC	0.0537280860933296	0.0889563814588651	0.142684467552195	0.18646704665761	0.0151300714679426	0.0119834275925791	0.0252888296009439	13.7777777777778
Q8NI60	ADCK3	Atypical	ABC1	0.0615832264868425	0.0729715285408598	0.134554755027702	0.161130768536409	-0.0100662761016742	-0.0454476143376814	0.0426511679881889	5.33333333333333
Q15418	RSK3	AGC	RSK	0.0432432163962126	0.119695279181048	0.162938495577261	0.157340844352155	-0.027498797309525	-0.027498797309525	0	6
Q13153	PAK1	STE	STE20	0.0432272604272926	0.0989398116045447	0.142167072031837	0.142124974476437	0.0309085169918771	0.0309085169918771	0	5
Q00534	CDK6	CMGC	CDK	0.060405775554422	0.0789951711385004	0.139400946692922	0.138419062294117	0.0586902147329214	0.0586902147329214	0	3
Q96Q40	PFTAIRE2	CMGC	CDK	0.0492420082282172	0.084468833046139	0.133710841274356	0.129380756782383	0.0371869011454903	0.0347278409713033	0.00737718052256112	3.88888888888889
P28482	ERK2	CMGC	MAPK	0.0722716662245685	0.236549403645414	0.308821069869983	0.126851522204254	-0.047321718112203	-0.0363512593709608	0.0426755979927986	4.85714285714286
P17612	PKA[alpha]	AGC	PKA	0.042872091192844	0.0688019828508492	0.111674074043693	0.0716287311455722	0.00263828639678607	-0.000574547883745088	0.0116981696306692	41.5555555555556
P50613	CDK7	CMGC	CDK	0.016496288015437	0.0390219525460297	0.0555182405614667	0.0393142689823052	-0.00191776048623272	-0.00741978200966073	0.0159220406071332	6.44444444444444
P24941	CDK2	CMGC	CDK	0.0297944468914566	0.0551460389176024	0.084940485809059	0.00962917378935161	0.018646053830057	-0.00121405882966745	0.0504942410669696	4.44444444444444
